"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q_RecaptchaScore","meta_info_Browser","meta_info_Version","meta_info_Operating.System","meta_info_Resolution","do_you_consent","Q16","Q20","X1_Q6","X2_Q6","X3_Q6","X4_Q6","X5_Q6","X6_Q6","X7_Q6","X8_Q6","X9_Q6","X10_Q6","X11_Q6","X12_Q6","X13_Q6","X14_Q6","X15_Q6","X16_Q6","X17_Q6","X18_Q6","X19_Q6","X20_Q6","X1_Q8","X2_Q8","X3_Q8","X4_Q8","X5_Q8","X6_Q8","X7_Q8","X8_Q8","X9_Q8","X10_Q8","X11_Q8","X12_Q8","X13_Q8","X14_Q8","curve.for.decision","curve.for.decision_7_TEXT","description","seed","PROLIFIC_PID","STUDY_ID","SESSION_ID","total_trials","budget","TotalTrialsSingle","TotalTrialsMultiple","COMP_CODE","trial_index_map_single","trial_index_map_multiple","vis","FL_9_DO"
"2024-08-28 08:49:00","2024-08-28 08:54:31","IP Address","100","331","True","2024-08-28 08:54:31","R_1lAbi2Nm0lHEyVG","anonymous","EN","1","Edge","128.0.0.0","Windows NT 10.0","1920x1080","Yes","30","70","No","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes","No","Yes","No","No","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Other (please describe)","I considered all of them ","I took a more conservative approach because I did not want to lose money. I tried to think about it in terms of probabilities but also a 50% probability cut-off. If both were below that I was probably more likely to not end, but if at least one was I did. Overall I tried to take my best guess while attempting to avoid losing money by being conservative if it was close to a higher probability. ","6871","b00e1b3f","66ce89a62b683fcc5f5b8a03","66cf38d7e6677536d308be50","30","11000","18","12","CK3LYXU8","[16,4,8,14,18,102,11,2,17,1,5,12,15,9,3,101,6,10,7,13]","[7,12,101,1,8,10,3,11,2,102,4,6,5,9]","pbox","FL_21|FL_11"
"2024-08-28 08:49:35","2024-08-28 08:56:28","IP Address","100","413","True","2024-08-28 08:56:29","R_1DtL6giz58dxwwt","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1920x1080","Yes","30","70","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","B","","I generally tried to send blankets when the probability for lower temperatures was higher. ","3415","4f5e5ce2","66ce89a62b683fcc5f5b8a03","66cf38d2177038a9abc7015c","30","-8000","18","12","CK3LYXU8","[1,4,8,102,11,2,15,16,101,17,9,5,18,10,13,12,3,14,7,6]","[1,11,102,6,10,3,5,101,8,7,2,9,12,4]","ensembles","FL_11|FL_21"
"2024-08-28 08:49:09","2024-08-28 08:59:48","IP Address","100","638","True","2024-08-28 08:59:48","R_3FqvtlVcXb3Knd1","anonymous","EN","1","Chrome","128.0.0.0","Linux x86_64","384x854","Yes","30","70","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","No","No","Yes","No","Yes","No","No","Yes","Yes","B","","If the percent chance that the temperature would be below 32 degrees was higher than 35% I would send the blankets. The potential risk of losing 5 nights worth of blanket budget is just too high so it is worth occasionally spending $1000 on blankets that weren't needed. When presented with 2 possible forecasts I was averaging the two as best as I could. I made the assumption that the real temperature would fall somewhere between the high and low estimates.","1990","6db1df35","66ce89a62b683fcc5f5b8a03","66cf38d89c48bc302813c669","30","9000","18","12","CK3LYXU8","[16,2,6,8,17,15,13,14,1,101,10,3,102,11,7,4,12,18,9,5]","[5,10,1,9,102,8,11,4,101,2,7,12,6,3]","pbox","FL_21|FL_11"
"2024-08-28 08:49:09","2024-08-28 08:59:49","IP Address","100","640","True","2024-08-28 08:59:49","R_3jZKM8Lm7sgbcQZ","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1280x720","Yes","30","70","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","Yes","No","Yes","A,C","","I gambled with pretend livestock.  I didn't have a strat., because this is nothing like real life.  My family raises livestock, and this just isn't how decisions are made.   ","926","cfc9803a","66ce89a62b683fcc5f5b8a03","66cf38d90052b998437aad54","30","6000","18","12","CK3LYXU8","[13,8,102,10,15,6,7,1,101,2,12,5,17,18,14,16,4,9,11,3]","[4,3,1,10,102,11,9,8,5,101,12,6,7,2]","pbox","FL_21|FL_11"
"2024-08-28 08:48:58","2024-08-28 09:00:08","IP Address","100","669","True","2024-08-28 09:00:09","R_3OVygBs4oAnEeh0","anonymous","EN","1","Chrome","127.0.0.0","Macintosh","1440x900","Yes","30","70","Yes","No","No","Yes","No","No","No","No","Yes","Yes","No","No","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","A","","If the graph showed a 50% or higher likelihood of it being below 32 degrees I opted to send blankets. ","6816","3b1a3a34","66ce89a62b683fcc5f5b8a03","66cf38d2ece01d14ad24b5f3","30","11000","18","12","CK3LYXU8","[1,14,10,7,101,9,17,11,4,102,18,13,2,12,3,16,8,15,6,5]","[12,8,11,7,102,1,6,2,9,101,5,10,4,3]","pbox","FL_21|FL_11"
"2024-08-28 08:48:58","2024-08-28 09:00:36","IP Address","100","697","True","2024-08-28 09:00:37","R_6NOHFSQbr4uBb8f","anonymous","EN","1","Chrome","127.0.0.0","Windows NT 10.0","1536x864","Yes","30","70","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","No","No","No","No","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","No","No","Yes","No","Yes","A,C","","Anything under 40% I decided not to send blankets because I felt the probability wasn't high enough. I used both A and C when I used this strategy. Anything that was over 40% I decided to send blankets because I felt it was better to be safe than sorry.","2994","52c0da4a","66ce89a62b683fcc5f5b8a03","66cf38d7846ff8a2de325121","30","6000","18","12","CK3LYXU8","[4,7,18,1,9,13,6,102,17,2,15,101,3,11,16,10,14,5,12,8]","[12,7,1,4,2,11,102,10,6,9,101,3,8,5]","pbox","FL_21|FL_11"
"2024-08-28 08:48:55","2024-08-28 09:02:05","IP Address","100","789","True","2024-08-28 09:02:05","R_5sG8c38SNq5v0lz","anonymous","EN","1","Firefox","129.0","Windows NT 10.0","1920x1080","Yes","29","69","No","No","No","Yes","No","No","No","No","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","No","No","No","No","No","Yes","Yes","No","A","","I mainly focused on A and used that as my decision making marker. If it seemed to be higher likelihood of being below 32F, I would send blankets to be safe. Otherwise, I would not send any blankets because the odds seemed low enough for it to be safe.","7159","3a4b3144","66ce89a62b683fcc5f5b8a03","66cf38d436243e90f68472e4","30","7000","18","12","CK3LYXU8","[1,10,18,102,13,17,16,12,2,15,101,7,6,11,9,8,4,5,3,14]","[4,1,11,7,102,12,6,8,5,10,101,3,2,9]","pbox","FL_21|FL_11"
"2024-08-28 08:52:47","2024-08-28 09:02:05","IP Address","100","557","True","2024-08-28 09:02:06","R_12mpasuUG1drfv0","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1280x720","Yes","30","70","No","No","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes","B","","The strategy I used to send blankets or not was based on if there was a high probability of the temps dropping to 32 or below.","7819","cfa55bc4","66ce89a62b683fcc5f5b8a03","66cf38d4a1bf00d3623db0fd","30","-5000","18","12","CK3LYXU8","[17,8,1,12,9,101,6,2,15,5,16,7,11,13,102,10,14,18,4,3]","[11,5,10,1,4,102,9,7,6,101,8,12,3,2]","pbox","FL_21|FL_11"
"2024-08-28 08:49:07","2024-08-28 09:02:18","IP Address","100","790","True","2024-08-28 09:02:18","R_599UkLW6GyEfpL0","anonymous","EN","1","Edge","128.0.0.0","Windows NT 10.0","2195x1235","Yes","30","70","Yes","No","No","Yes","No","Yes","No","No","Yes","No","No","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","Other (please describe)","I consider all distributions but mainly the lowest and highest.","I simply try to determine whether the lowest and highest chance that the temperature will be below 32 degrees using the graphs. If the percentage was below 30 percent then I wouldn't send blankets, if 30 percent was the highest I would make a rationale decision, and anything above 30 percent I would choose to send blankets","7258","347ee56e","66ce89a62b683fcc5f5b8a03","66cf38dcb926c930eb0e69bd","30","11000","18","12","CK3LYXU8","[4,12,8,5,9,1,16,15,2,101,14,13,18,102,7,11,10,6,3,17]","[7,8,1,102,5,3,12,101,10,9,6,4,2,11]","pbox","FL_21|FL_11"
"2024-08-28 08:49:04","2024-08-28 09:05:29","IP Address","100","985","True","2024-08-28 09:05:29","R_6PwbeV2vsRMX69j","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1366x768","Yes","30","70","Yes","No","No","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","No","No","No","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","B","","I based my decision on the peaks of the graph and lows of the graph, looking at the middle point, B, of where it fell on the graph, if it fell below 50% I chose to not send the blankets, if it was above 50% I chose to send blankets, there were only a few graphs that were exception to that, in which the B didn't get above 32 at all, or it only went up well after the 32.","4630","856275fa","66ce89a62b683fcc5f5b8a03","66cf38d8642da2f85c7455a3","30","5000","18","12","CK3LYXU8","[16,11,12,9,102,4,10,7,6,18,3,17,8,101,13,15,5,1,14,2]","[5,6,10,12,101,8,4,7,11,102,3,1,9,2]","pbox","FL_21|FL_11"
"2024-08-28 08:49:32","2024-08-28 09:07:52","IP Address","100","1100","True","2024-08-28 09:07:53","R_1r2vB80ZlqBwAhj","anonymous","EN","1","Chrome","127.0.0.0","Windows NT 10.0","1920x1080","Yes","30","70","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","No","A,B,C","","I looked at the percentage for all 3 sources.  If the percentage was high for even one source, I tended to provide blankets.  The $1000 was less of a risk than the $5000 if they were too cold.","1636","ec19ee4d","66ce89a62b683fcc5f5b8a03","66cf38d56224ba1939767735","30","0","18","12","CK3LYXU8","[12,15,102,10,2,7,101,8,14,16,5,17,4,11,18,3,9,6,1,13]","[10,3,5,11,101,8,12,7,102,2,6,4,1,9]","pbox","FL_21|FL_11"
"2024-08-28 08:49:11","2024-08-28 09:08:56","IP Address","100","1184","True","2024-08-28 09:08:56","R_6g5VKz6I5YkTAjw","anonymous","EN","1","Firefox","115.0","Windows NT 10.0","1366x768","Yes","30","70","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","A,C","","The strategy for this task involves monitoring the night-time temperature forecast daily and issuing blankets to the alpacas whenever the forecast predicts temperatures will fall below 32°F to prevent the higher penalty cost of $5,000 per incident. If the temperature is forecasted to be 32°F or above, blankets will not be sent to conserve the budget, as there is no cost associated with not issuing blankets in these conditions.","8682","16f18eaa","66ce89a62b683fcc5f5b8a03","66cf38d9a7b9360edfe420bc","30","5000","18","12","CK3LYXU8","[15,1,13,10,101,11,7,6,4,5,16,17,14,2,102,9,8,3,12,18]","[3,7,6,101,10,4,102,11,1,9,5,2,8,12]","ensembles","FL_11|FL_21"
"2024-08-28 08:54:00","2024-08-28 09:09:34","IP Address","100","934","True","2024-08-28 09:09:35","R_1Qhp6dEPfIL3quB","anonymous","EN","1","Firefox","129.0","Windows NT 10.0","1536x864","Yes","30","70","Yes","No","No","Yes","No","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","A","","The key question we need to know is what is the likelihood that the temperature will be less than 32.  The curves give a few different probabilities, from less than 10 percent to 30%. From this I can guess that is is unlikely to be under 32 degrees, however how unlikely remains unknown. Curve C could correspond to reality in which case there is little chance of very cold weather whereas if A is closer it will be a much closer situation. The question then becomes one about risk tolerance, my willingness to risk the reward (and the punishment that comes with being wrong) based on my interpenetration of the data. In looking at the data, I weigh how much what each forecast is indicating to make an informed judgement about the risk for the cost. ","1143","6df65f0f","66ce89a62b683fcc5f5b8a03","66cf39fd6d0a9d57f0065d70","30","6000","18","12","CK3LYXU8","[4,7,13,5,11,15,101,14,1,6,10,8,9,2,102,12,3,17,16,18]","[3,8,9,102,6,4,5,101,1,7,2,10,11,12]","ensembles","FL_11|FL_21"
"2024-08-28 08:50:25","2024-08-28 09:10:38","IP Address","100","1212","True","2024-08-28 09:10:38","R_5EihCZhWaHnPmdr","anonymous","EN","1","Chrome","127.0.0.0","Windows NT 10.0","1920x1080","Yes","30","70","No","Yes","No","No","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","Yes","No","Yes","Yes","No","No","Yes","No","No","Yes","No","Yes","No","Yes","Yes","No","No","Yes","B,Other (please describe)","I typically would choose which line in the middle (an average) of what the probabilities were. ","Well...in the first set where you told us whether we got the temperature right and the budget left, there were 2 trick questions (sort of) where it was below a 40% chance and the weather reports got it wrong (the alpaca's died and I felt bad even though this is just a study). So..for this round, I took that into consideration and anywhere between 40% or less, I would go with my gut a little. For this particular one, B was at 50% so I would choose to go with sending the blankets. I figured an average (B) would be a good indicator of whether to send them. ","8285","3eda4124","66ce89a62b683fcc5f5b8a03","66cf38d387c3cad3d05ab002","30","2000","18","12","CK3LYXU8","[16,6,11,17,14,101,2,12,102,9,10,18,1,7,13,8,3,15,4,5]","[8,11,102,6,10,1,101,4,7,5,2,9,12,3]","ensembles","FL_11|FL_21"
"2024-08-28 08:53:13","2024-08-28 09:12:32","IP Address","100","1159","True","2024-08-28 09:12:33","R_5nOWOhTcNo44d9i","anonymous","EN","1","Chrome","126.0.0.0","Windows NT 10.0","2560x1080","Yes","30","70","Yes","No","No","No","Yes","Yes","No","No","Yes","No","No","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Other (please describe)","I considered the entire p-box as a whole not just any specific part of it.","I look at the graph above and see that at most you have a 30% need for blankets but likely less so I wouldn't send blankets on this one since there is a budget that I need to upkeep and If I sent blankets every single time it would mean eventually there are no blankets to send when it matters.","1469","b5a988b8","66ce89a62b683fcc5f5b8a03","66cf38dc86aadc9b65ac9363","30","6000","18","12","CK3LYXU8","[5,13,7,14,102,1,9,11,4,10,101,17,12,6,15,18,2,3,8,16]","[8,7,4,12,6,3,102,9,10,1,101,2,5,11]","pbox","FL_21|FL_11"
"2024-08-28 08:56:16","2024-08-28 09:15:57","IP Address","100","1181","True","2024-08-28 09:15:58","R_5TMN4CAdJIcxr90","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","2560x1440","Yes","30","70","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","A","","I used A mostly because it's better to be safe than sorry when dealing with Alpacas. ","4275","dac28511","66ce89a62b683fcc5f5b8a03","66cf38d61611888aa046495b","30","-7000","18","12","CK3LYXU8","[6,2,15,4,18,14,11,102,16,12,17,10,7,13,101,5,8,1,9,3]","[12,10,8,11,9,101,4,7,102,3,5,1,6,2]","pbox","FL_21|FL_11"
"2024-08-28 08:54:32","2024-08-28 09:19:05","IP Address","100","1473","True","2024-08-28 09:19:06","R_3hnItY9sJMOu4Gg","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1920x1080","Yes","35","70","Yes","No","Yes","No","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","No","Yes","B","","I felt like if the chances were under 30 percent, I was likely to not order blankets. I was a little looser with those guidelines as the task progressed as I was also trying to preserve but not jeopardize my bonus. If I felt like it was 30 or 40 percent or higher, I was sending blankets - I didn't want to risk 5k on a coin flip or worse.","8493","d4619669","66ce89a62b683fcc5f5b8a03","66cf38d8d533231ca6c700f6","30","10000","18","12","CK3LYXU8","[7,17,102,18,9,14,10,1,8,11,15,16,6,4,101,5,13,12,2,3]","[1,5,4,101,10,6,9,11,3,102,8,7,12,2]","ensembles","FL_11|FL_21"
"2024-08-28 09:29:42","2024-08-28 09:33:19","IP Address","100","216","True","2024-08-28 09:33:19","R_2kp2XX8XDvEDzO9","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1920x1080","Yes","30","80","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","A,B,C","","I take the average of the A and C points of the graph into consideration to determine if it is below or at freezing temperatures ","1755","677dd13b","66ce89a62b683fcc5f5b8a03","66cf42611fddde6e65d22eaa","30","-16000","18","12","CK3LYXU8","[18,14,8,2,15,101,17,12,9,13,10,4,102,11,1,6,7,3,5,16]","[5,3,7,101,8,10,6,102,1,9,12,2,4,11]","pbox","FL_21|FL_11"
"2024-08-28 09:29:51","2024-08-28 09:39:02","IP Address","100","551","True","2024-08-28 09:39:03","R_10vJvMvV1ppE4U1","anonymous","EN","1","Safari","17.6","Macintosh","1440x900","Yes","30","70","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","No","Yes","No","Yes","No","Yes","B","","I tried to see where the average forecasts would be and I based my decision off of that.","2523","0d63fd08","66ce89a62b683fcc5f5b8a03","66cf4264c46feef8fbf1d452","30","-6000","18","12","CK3LYXU8","[17,2,3,18,12,15,101,7,13,102,4,14,10,11,8,1,16,5,9,6]","[12,9,2,102,8,7,11,5,101,1,10,3,6,4]","ensembles","FL_11|FL_21"
"2024-08-28 09:29:48","2024-08-28 09:41:35","IP Address","100","706","True","2024-08-28 09:41:35","R_1F4Uf2p5HiIyOay","anonymous","EN","1","Chrome","122.0.0.0","Windows NT 10.0","1280x720","Yes","30","70","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","A","","I chose to utilize line A because it supplied the highest probability of temperature for each trial. I preferred to overshoot the probability than to undershoot. I tended to send blankets to the alpacas if the probability of line A was greater than 20-30%. Even if the temperature did not drop below 32, it was safer to send the blankets for $1000 than to risk having to pay the $5000 if blankets were not sent.","1321","1094327b","66ce89a62b683fcc5f5b8a03","66cf42602eea1671330940e8","30","2000","18","12","CK3LYXU8","[17,7,16,102,12,1,6,2,8,5,11,10,101,18,9,4,14,13,15,3]","[1,8,6,4,102,7,12,5,3,11,101,9,10,2]","ensembles","FL_11|FL_21"
"2024-08-28 09:29:51","2024-08-28 09:42:20","IP Address","100","748","True","2024-08-28 09:42:20","R_1cZIU5Pbj1whq26","anonymous","EN","1","Firefox","129.0","Windows NT 10.0","1920x1080","Yes","30","70","Yes","No","Yes","No","Yes","No","Yes","No","No","No","No","No","Yes","No","No","Yes","No","Yes","No","Yes","No","No","Yes","No","Yes","No","Yes","No","Yes","Yes","No","No","Yes","Yes","A,B,C,Other (please describe)","i took into account each distribution and make an educated guess on whether there would be a change of low temperature","i chose to send blankets if i thought it would get below 32 degrees, which the graphs gave me enough information to guess whether that was the case. if it was 50% or above chance, they got blankets. anything above 30% chance, i gave them blankets as well.","62","f0fe92be","66ce89a62b683fcc5f5b8a03","66cf4263c65b58996f83bbad","30","6000","18","12","CK3LYXU8","[3,14,6,12,1,18,102,8,13,15,101,17,2,9,11,7,16,5,10,4]","[9,11,2,8,1,101,5,6,4,102,10,12,7,3]","pbox","FL_21|FL_11"
"2024-08-28 09:30:06","2024-08-28 09:43:24","IP Address","100","797","True","2024-08-28 09:43:24","R_5KACLJxQ468hn6U","anonymous","EN","1","Chrome","124.0.0.0","Windows NT 10.0","1920x1080","Yes","30","70","No","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No","Yes","A","","If the probability is between 30 and 60, there's a high chance it goes below 32 degrees, so I picked the higher probability all the time.","1116","ea787d5b","66ce89a62b683fcc5f5b8a03","66cf425f8964b452b7026e17","30","8000","18","12","CK3LYXU8","[6,3,5,18,12,14,11,101,13,9,4,102,2,7,17,8,16,10,15,1]","[7,8,101,3,2,12,102,4,9,5,11,6,10,1]","pbox","FL_21|FL_11"
"2024-08-28 09:29:35","2024-08-28 09:48:24","IP Address","100","1129","True","2024-08-28 09:48:25","R_6MLI01Efhvvt5ZH","anonymous","EN","1","Chrome","127.0.0.0","Windows NT 10.0","2560x1440","Yes","30","70","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","No","Yes","A","","My strategy for this task was to go off of distribution A (the highest probability) and only looked at the probability of the temperature being 32 degrees or lower.  If A went above a certain amount (20-30 percent), I would send blankets.  I thought it was better to be safe than sorry.","2461","4778c6cc","66ce89a62b683fcc5f5b8a03","66cf425cc7a6a3aea0ae98b1","30","4000","18","12","CK3LYXU8","[4,2,12,8,102,1,3,18,15,5,17,7,13,101,14,9,11,10,16,6]","[1,3,102,2,10,12,101,9,8,5,7,6,11,4]","ensembles","FL_11|FL_21"
"2024-08-28 09:29:41","2024-08-28 09:49:56","IP Address","100","1215","True","2024-08-28 09:49:57","R_7CZWzWsTwjp3Tyc","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1536x1024","Yes","70","70","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","A","","well i most make decisions base on the outcome of A distribution ","5474","67bfb0d2","66ce89a62b683fcc5f5b8a03","66cf425dc4b63ba0473cfcf0","30","2000","18","12","CK3LYXU8","[6,5,102,18,12,17,7,101,16,15,1,13,8,4,14,10,3,2,11,9]","[11,3,101,10,5,4,9,102,8,12,2,1,7,6]","ensembles","FL_11|FL_21"
"2024-08-28 09:29:51","2024-08-28 09:50:51","IP Address","100","1259","True","2024-08-28 09:50:51","R_1E5FiIBLnM8rG4H","anonymous","EN","1","Edge","127.0.0.0","Windows NT 10.0","1366x768","Yes","30","70","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","No","A","","I started by looking at the line with the highest percent chance of freezing temperatures.  If it was 30% or below then I would quickly look at the other lines to check and wouldn't send blankets (less than 30% chance).  If it was above 50% then I would look at the lowest probability line and if it was above 50% then I would send blankets.","5506","18f8481a","66ce89a62b683fcc5f5b8a03","66cf42618b893f949129caa8","30","11000","18","12","CK3LYXU8","[6,15,10,14,4,101,11,8,102,13,18,9,3,5,12,16,2,1,7,17]","[8,11,7,4,102,9,3,6,101,10,2,1,5,12]","ensembles","FL_11|FL_21"
"2024-08-28 09:30:07","2024-08-28 09:57:17","IP Address","100","1630","True","2024-08-28 09:57:17","R_5di4nJWsc3szZuh","anonymous","EN","1","Chrome","127.0.0.0","Windows NT 10.0","1536x864","Yes","30","70","No","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","No","No","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Yes","No","Yes","No","Yes","Yes","No","A,B,C","","I looked at the chart to see the percentages,  If it was going to be more than likely they needed blankets I chose send blankets.  Even if the percentage was just even a little close to being a possibility they would be cold I chose send blankets.  The thought of them freezing made me sad.","7510","40eb6f9b","66ce89a62b683fcc5f5b8a03","66cf425f4d75db7765032106","30","0","18","12","CK3LYXU8","[13,4,1,5,7,14,16,9,12,3,6,101,10,17,102,15,18,11,2,8]","[11,6,4,10,101,3,8,1,9,102,12,7,2,5]","pbox","FL_21|FL_11"
"2024-08-28 09:29:38","2024-08-28 10:10:29","IP Address","100","2450","True","2024-08-28 10:10:29","R_6BrZVQHWCLo2UOI","anonymous","EN","1","Chrome","128.0.0.0","Macintosh","2563x1337","Yes","15","64","Yes","No","Yes","No","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","B","","I looked at the graphs to see if the temperature would be really cold, and if it seemed likely, I decided to send blankets to keep people warm.","1346","cee8080f","66ce89a62b683fcc5f5b8a03","66cf425cc54490929078489c","30","5000","18","12","CK3LYXU8","[8,9,3,6,102,11,14,5,17,18,4,7,16,1,101,12,2,10,15,13]","[4,6,101,8,2,3,5,12,11,102,1,7,10,9]","ensembles","FL_11|FL_21"
"2024-08-28 10:05:51","2024-08-28 10:13:08","IP Address","100","436","True","2024-08-28 10:13:08","R_5ZfFrIL2gO3eFyN","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1536x864","Yes","30","70","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","C","","I realized cost mattered but also the alpacas mattered so I wanted them to live. if even a 1 in 5 chance (20%) that they would die, it made more sense to give the blamkets.","1295","f9f56607","66ce89a62b683fcc5f5b8a03","66cf4ad73a4257ef05c7d5a5","30","4000","18","12","CK3LYXU8","[5,11,6,4,8,1,101,18,3,10,15,9,2,102,14,12,17,16,13,7]","[2,3,12,6,4,101,1,11,7,102,8,10,9,5]","ensembles","FL_11|FL_21"
"2024-08-28 10:26:27","2024-08-28 10:32:57","IP Address","100","389","True","2024-08-28 10:32:57","R_1hFqQ3ufeKtDR7P","anonymous","EN","1","Chrome","128.0.0.0","Macintosh","1440x900","Yes","30","70","No","No","No","Yes","No","Yes","No","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes","No","Yes","A,B","","If the majority of the p-boxes covered an area that showed a high probability that the temperature would be around or under 32 degrees, then I would advocate for blankets.","8178","60bd535e","66ce89a62b683fcc5f5b8a03","66cf4fac0beef1d634554491","30","-3000","18","12","CK3LYXU8","[18,10,16,2,9,102,14,6,15,12,3,101,8,5,4,13,11,7,17,1]","[5,6,2,101,12,10,102,9,3,8,7,4,11,1]","pbox","FL_21|FL_11"
